"V1","V2","V3","V4","V5","V6","V7","V8","y1","y2"
0.86,588,294,147,7,3,0.25,5,19,19
0.86,588,294,147,7,4,0.25,5,18,24
0.86,588,294,147,7,5,0.25,5,19,23
0.82,612.5,318.5,147,7,2,0.25,5,16,17
0.82,612.5,318.5,147,7,3,0.25,5,15,16
0.82,612.5,318.5,147,7,4,0.25,5,15,19
0.82,612.5,318.5,147,7,5,0.25,5,15,18
0.79,637,343,147,7,2,0.25,5,30,28
0.79,637,343,147,7,3,0.25,5,30,27
0.79,637,343,147,7,4,0.25,5,29,35
0.79,637,343,147,7,5,0.25,5,29,34
0.76,661.5,416.5,122.5,7,2,0.25,5,26,27
0.76,661.5,416.5,122.5,7,3,0.25,5,27,27
0.76,661.5,416.5,122.5,7,4,0.25,5,26,26
0.76,661.5,416.5,122.5,7,5,0.25,5,27,26
0.74,686,245,220.5,3.5,2,0.25,5,3,4
0.74,686,245,220.5,3.5,3,0.25,5,3,5
0.74,686,245,220.5,3.5,4,0.25,5,3,5
0.74,686,245,220.5,3.5,5,0.25,5,3,4
0.71,710.5,269.5,220.5,3.5,2,0.25,5,3,5
0.71,710.5,269.5,220.5,3.5,3,0.25,5,3,5
0.71,710.5,269.5,220.5,3.5,4,0.25,5,3,5
0.71,710.5,269.5,220.5,3.5,5,0.25,5,3,5
0.69,735,294,220.5,3.5,2,0.25,5,3,5
0.69,735,294,220.5,3.5,3,0.25,5,3,5
0.69,735,294,220.5,3.5,4,0.25,5,3,5
0.69,735,294,220.5,3.5,5,0.25,5,3,5
0.66,759.5,318.5,220.5,3.5,2,0.25,5,4,6
0.66,759.5,318.5,220.5,3.5,3,0.25,5,4,6
0.66,759.5,318.5,220.5,3.5,4,0.25,5,4,6
0.66,759.5,318.5,220.5,3.5,5,0.25,5,4,6
0.64,784,343,220.5,3.5,2,0.25,5,8,10
0.64,784,343,220.5,3.5,3,0.25,5,8,10
0.64,784,343,220.5,3.5,4,0.25,5,8,10
0.64,784,343,220.5,3.5,5,0.25,5,8,10
0.62,808.5,367.5,220.5,3.5,2,0.25,5,5,5
0.62,808.5,367.5,220.5,3.5,3,0.25,5,5,5
0.62,808.5,367.5,220.5,3.5,4,0.25,5,5,5
0.62,808.5,367.5,220.5,3.5,5,0.25,5,5,5
0.98,514.5,294,110.25,7,2,0.4,1,22,23
0.98,514.5,294,110.25,7,3,0.4,1,22,23
0.98,514.5,294,110.25,7,4,0.4,1,22,23
0.98,514.5,294,110.25,7,5,0.4,1,23,23
0.9,563.5,318.5,122.5,7,2,0.4,1,26,29
0.9,563.5,318.5,122.5,7,3,0.4,1,27,26
0.9,563.5,318.5,122.5,7,4,0.4,1,27,26
0.9,563.5,318.5,122.5,7,5,0.4,1,26,31
0.86,588,294,147,7,2,0.4,1,22,26
0.86,588,294,147,7,3,0.4,1,22,21
0.86,588,294,147,7,4,0.4,1,22,22
0.86,588,294,147,7,5,0.4,1,21,27
0.82,612.5,318.5,147,7,2,0.4,1,19,22
0.82,612.5,318.5,147,7,3,0.4,1,20,19
0.82,612.5,318.5,147,7,4,0.4,1,20,19
0.82,612.5,318.5,147,7,5,0.4,1,19,24
0.79,637,343,147,7,2,0.4,1,31,35
0.79,637,343,147,7,3,0.4,1,33,29
0.79,637,343,147,7,4,0.4,1,32,28
0.79,637,343,147,7,5,0.4,1,32,37
0.76,661.5,416.5,122.5,7,2,0.4,1,31,30
0.76,661.5,416.5,122.5,7,3,0.4,1,30,31
0.76,661.5,416.5,122.5,7,4,0.4,1,31,31
0.76,661.5,416.5,122.5,7,5,0.4,1,30,29
0.74,686,245,220.5,3.5,2,0.4,1,6,7
0.74,686,245,220.5,3.5,3,0.4,1,6,7
0.74,686,245,220.5,3.5,4,0.4,1,5,7
0.74,686,245,220.5,3.5,5,0.4,1,6,7
0.71,710.5,269.5,220.5,3.5,2,0.4,1,6,7
0.71,710.5,269.5,220.5,3.5,3,0.4,1,6,8
0.71,710.5,269.5,220.5,3.5,4,0.4,1,5,7
0.71,710.5,269.5,220.5,3.5,5,0.4,1,6,7
0.69,735,294,220.5,3.5,2,0.4,1,6,6
0.69,735,294,220.5,3.5,3,0.4,1,6,7
0.69,735,294,220.5,3.5,4,0.4,1,5,7
0.69,735,294,220.5,3.5,5,0.4,1,5,7
0.66,759.5,318.5,220.5,3.5,2,0.4,1,6,8
0.66,759.5,318.5,220.5,3.5,3,0.4,1,6,8
0.66,759.5,318.5,220.5,3.5,4,0.4,1,6,8
0.66,759.5,318.5,220.5,3.5,5,0.4,1,6,8
0.64,784,343,220.5,3.5,2,0.4,1,11,13
0.64,784,343,220.5,3.5,3,0.4,1,10,13
0.64,784,343,220.5,3.5,4,0.4,1,10,13
0.64,784,343,220.5,3.5,5,0.4,1,10,13
0.62,808.5,367.5,220.5,3.5,2,0.4,1,6,7
0.62,808.5,367.5,220.5,3.5,3,0.4,1,8,7
0.62,808.5,367.5,220.5,3.5,4,0.4,1,8,7
0.62,808.5,367.5,220.5,3.5,5,0.4,1,8,7
0.98,514.5,294,110.25,7,2,0.4,2,23,23
0.98,514.5,294,110.25,7,3,0.4,2,23,23
0.98,514.5,294,110.25,7,4,0.4,2,22,24
0.98,514.5,294,110.25,7,5,0.4,2,23,24
0.9,563.5,318.5,122.5,7,2,0.4,2,26,28
0.9,563.5,318.5,122.5,7,3,0.4,2,27,25
0.9,563.5,318.5,122.5,7,4,0.4,2,26,25
0.9,563.5,318.5,122.5,7,5,0.4,2,26,31
0.86,588,294,147,7,2,0.4,2,22,25
0.86,588,294,147,7,3,0.4,2,23,21
0.86,588,294,147,7,4,0.4,2,22,22
0.86,588,294,147,7,5,0.4,2,22,27
0.82,612.5,318.5,147,7,2,0.4,2,19,20
0.82,612.5,318.5,147,7,3,0.4,2,19,18
0.82,612.5,318.5,147,7,4,0.4,2,19,19
0.82,612.5,318.5,147,7,5,0.4,2,18,23
0.79,637,343,147,7,2,0.4,2,32,36
0.79,637,343,147,7,3,0.4,2,33,29
0.79,637,343,147,7,4,0.4,2,33,29
0.79,637,343,147,7,5,0.4,2,32,38
0.76,661.5,416.5,122.5,7,2,0.4,2,31,29
0.76,661.5,416.5,122.5,7,3,0.4,2,30,30
0.76,661.5,416.5,122.5,7,4,0.4,2,31,30
0.76,661.5,416.5,122.5,7,5,0.4,2,30,30
0.74,686,245,220.5,3.5,2,0.4,2,6,6
0.74,686,245,220.5,3.5,3,0.4,2,5,7
0.74,686,245,220.5,3.5,4,0.4,2,5,7
0.74,686,245,220.5,3.5,5,0.4,2,5,7
0.71,710.5,269.5,220.5,3.5,2,0.4,2,6,7
0.71,710.5,269.5,220.5,3.5,3,0.4,2,6,7
0.71,710.5,269.5,220.5,3.5,4,0.4,2,5,7
0.71,710.5,269.5,220.5,3.5,5,0.4,2,6,8
0.69,735,294,220.5,3.5,2,0.4,2,6,6
0.69,735,294,220.5,3.5,3,0.4,2,6,7
0.69,735,294,220.5,3.5,4,0.4,2,5,7
0.69,735,294,220.5,3.5,5,0.4,2,6,7
0.66,759.5,318.5,220.5,3.5,2,0.4,2,6,8
0.66,759.5,318.5,220.5,3.5,3,0.4,2,6,8
0.66,759.5,318.5,220.5,3.5,4,0.4,2,6,8
0.66,759.5,318.5,220.5,3.5,5,0.4,2,6,8
0.64,784,343,220.5,3.5,2,0.4,2,10,12
0.64,784,343,220.5,3.5,3,0.4,2,10,12
0.64,784,343,220.5,3.5,4,0.4,2,10,12
0.64,784,343,220.5,3.5,5,0.4,2,10,12
0.62,808.5,367.5,220.5,3.5,2,0.4,2,8,7
0.62,808.5,367.5,220.5,3.5,3,0.4,2,8,7
0.62,808.5,367.5,220.5,3.5,4,0.4,2,8,7
0.62,808.5,367.5,220.5,3.5,5,0.4,2,8,7
0.98,514.5,294,110.25,7,2,0.4,3,23,23
0.98,514.5,294,110.25,7,3,0.4,3,23,23
0.98,514.5,294,110.25,7,4,0.4,3,22,24
0.98,514.5,294,110.25,7,5,0.4,3,23,24
0.9,563.5,318.5,122.5,7,2,0.4,3,24,27
0.9,563.5,318.5,122.5,7,3,0.4,3,25,25
0.9,563.5,318.5,122.5,7,4,0.4,3,25,24
0.9,563.5,318.5,122.5,7,5,0.4,3,24,23
0.86,588,294,147,7,2,0.4,3,21,25
0.86,588,294,147,7,3,0.4,3,22,25
0.86,588,294,147,7,4,0.4,3,22,20
0.86,588,294,147,7,5,0.4,3,22,22
0.82,612.5,318.5,147,7,2,0.4,3,19,22
0.82,612.5,318.5,147,7,3,0.4,3,20,21
0.82,612.5,318.5,147,7,4,0.4,3,19,20
0.82,612.5,318.5,147,7,5,0.4,3,19,20
0.79,637,343,147,7,2,0.4,3,31,36
0.79,637,343,147,7,3,0.4,3,31,34
0.79,637,343,147,7,4,0.4,3,32,29
0.79,637,343,147,7,5,0.4,3,32,28
0.76,661.5,416.5,122.5,7,2,0.4,3,29,28
0.76,661.5,416.5,122.5,7,3,0.4,3,30,28
0.76,661.5,416.5,122.5,7,4,0.4,3,29,30
0.76,661.5,416.5,122.5,7,5,0.4,3,30,30
0.74,686,245,220.5,3.5,2,0.4,3,5,6
0.74,686,245,220.5,3.5,3,0.4,3,5,5
0.74,686,245,220.5,3.5,4,0.4,3,5,7
0.74,686,245,220.5,3.5,5,0.4,3,5,7
0.71,710.5,269.5,220.5,3.5,2,0.4,3,5,6
0.71,710.5,269.5,220.5,3.5,3,0.4,3,5,5
0.71,710.5,269.5,220.5,3.5,4,0.4,3,5,7
0.71,710.5,269.5,220.5,3.5,5,0.4,3,5,6
0.69,735,294,220.5,3.5,2,0.4,3,5,6
0.69,735,294,220.5,3.5,3,0.4,3,6,6
0.69,735,294,220.5,3.5,4,0.4,3,5,7
0.69,735,294,220.5,3.5,5,0.4,3,5,7
0.66,759.5,318.5,220.5,3.5,2,0.4,3,6,7
0.66,759.5,318.5,220.5,3.5,3,0.4,3,6,8
0.66,759.5,318.5,220.5,3.5,4,0.4,3,6,8
0.66,759.5,318.5,220.5,3.5,5,0.4,3,6,8
0.64,784,343,220.5,3.5,2,0.4,3,9,11
0.64,784,343,220.5,3.5,3,0.4,3,10,11
0.64,784,343,220.5,3.5,4,0.4,3,9,12
0.64,784,343,220.5,3.5,5,0.4,3,9,12
0.62,808.5,367.5,220.5,3.5,2,0.4,3,7,7
0.62,808.5,367.5,220.5,3.5,3,0.4,3,7,7
0.62,808.5,367.5,220.5,3.5,4,0.4,3,8,7
0.62,808.5,367.5,220.5,3.5,5,0.4,3,8,6
0.98,514.5,294,110.25,7,2,0.4,4,23,23
0.98,514.5,294,110.25,7,3,0.4,4,23,23
0.98,514.5,294,110.25,7,4,0.4,4,22,24
0.98,514.5,294,110.25,7,5,0.4,4,23,24
0.9,563.5,318.5,122.5,7,2,0.4,4,26,24
0.9,563.5,318.5,122.5,7,3,0.4,4,26,30
0.9,563.5,318.5,122.5,7,4,0.4,4,25,29
0.9,563.5,318.5,122.5,7,5,0.4,4,27,26
0.86,588,294,147,7,2,0.4,4,22,22
0.86,588,294,147,7,3,0.4,4,22,26
0.86,588,294,147,7,4,0.4,4,22,26
0.86,588,294,147,7,5,0.4,4,23,21
0.82,612.5,318.5,147,7,2,0.4,4,19,18
0.82,612.5,318.5,147,7,3,0.4,4,18,22
0.82,612.5,318.5,147,7,4,0.4,4,19,21
0.82,612.5,318.5,147,7,5,0.4,4,20,18
0.79,637,343,147,7,2,0.4,4,33,28
0.79,637,343,147,7,3,0.4,4,32,38
0.79,637,343,147,7,4,0.4,4,31,36
0.79,637,343,147,7,5,0.4,4,33,30
0.76,661.5,416.5,122.5,7,2,0.4,4,31,30
0.76,661.5,416.5,122.5,7,3,0.4,4,30,30
0.76,661.5,416.5,122.5,7,4,0.4,4,31,30
0.76,661.5,416.5,122.5,7,5,0.4,4,30,31
0.74,686,245,220.5,3.5,2,0.4,4,5,7
0.74,686,245,220.5,3.5,3,0.4,4,5,7
0.74,686,245,220.5,3.5,4,0.4,4,5,7
0.74,686,245,220.5,3.5,5,0.4,4,5,7
0.71,710.5,269.5,220.5,3.5,2,0.4,4,6,7
0.71,710.5,269.5,220.5,3.5,3,0.4,4,6,7
0.71,710.5,269.5,220.5,3.5,4,0.4,4,5,7
0.71,710.5,269.5,220.5,3.5,5,0.4,4,6,8
0.69,735,294,220.5,3.5,2,0.4,4,6,7
0.69,735,294,220.5,3.5,3,0.4,4,6,7
0.69,735,294,220.5,3.5,4,0.4,4,6,7
0.69,735,294,220.5,3.5,5,0.4,4,6,7
0.66,759.5,318.5,220.5,3.5,2,0.4,4,6,8
0.66,759.5,318.5,220.5,3.5,3,0.4,4,6,8
0.66,759.5,318.5,220.5,3.5,4,0.4,4,6,8
0.66,759.5,318.5,220.5,3.5,5,0.4,4,6,8
0.64,784,343,220.5,3.5,2,0.4,4,10,12
0.64,784,343,220.5,3.5,3,0.4,4,10,12
0.64,784,343,220.5,3.5,4,0.4,4,10,12
0.64,784,343,220.5,3.5,5,0.4,4,10,12
0.62,808.5,367.5,220.5,3.5,2,0.4,4,7,7
0.62,808.5,367.5,220.5,3.5,3,0.4,4,8,7
0.62,808.5,367.5,220.5,3.5,4,0.4,4,8,7
0.62,808.5,367.5,220.5,3.5,5,0.4,4,8,7
0.98,514.5,294,110.25,7,2,0.4,5,23,23
0.98,514.5,294,110.25,7,3,0.4,5,23,23
0.98,514.5,294,110.25,7,4,0.4,5,22,24
0.98,514.5,294,110.25,7,5,0.4,5,23,24
0.9,563.5,318.5,122.5,7,2,0.4,5,26,24
0.9,563.5,318.5,122.5,7,3,0.4,5,25,23
0.9,563.5,318.5,122.5,7,4,0.4,5,25,29
0.9,563.5,318.5,122.5,7,5,0.4,5,25,27
0.86,588,294,147,7,2,0.4,5,22,20
0.86,588,294,147,7,3,0.4,5,22,21
0.86,588,294,147,7,4,0.4,5,21,26
0.86,588,294,147,7,5,0.4,5,22,26
0.82,612.5,318.5,147,7,2,0.4,5,20,20
0.82,612.5,318.5,147,7,3,0.4,5,20,20
0.82,612.5,318.5,147,7,4,0.4,5,19,24
0.82,612.5,318.5,147,7,5,0.4,5,20,23
0.79,637,343,147,7,2,0.4,5,32,29
0.79,637,343,147,7,3,0.4,5,32,28
0.79,637,343,147,7,4,0.4,5,31,37
0.79,637,343,147,7,5,0.4,5,31,35
0.76,661.5,416.5,122.5,7,2,0.4,5,29,29
0.76,661.5,416.5,122.5,7,3,0.4,5,30,30
0.76,661.5,416.5,122.5,7,4,0.4,5,29,28
0.76,661.5,416.5,122.5,7,5,0.4,5,30,28
0.74,686,245,220.5,3.5,2,0.4,5,5,7
0.74,686,245,220.5,3.5,3,0.4,5,5,7
0.74,686,245,220.5,3.5,4,0.4,5,5,7
0.74,686,245,220.5,3.5,5,0.4,5,5,7
0.71,710.5,269.5,220.5,3.5,2,0.4,5,3,6
0.71,710.5,269.5,220.5,3.5,3,0.4,5,4,5
0.71,710.5,269.5,220.5,3.5,4,0.4,5,4,5
0.71,710.5,269.5,220.5,3.5,5,0.4,5,3,5
0.69,735,294,220.5,3.5,2,0.4,5,5,7
0.69,735,294,220.5,3.5,3,0.4,5,5,6
0.69,735,294,220.5,3.5,4,0.4,5,5,7
0.69,735,294,220.5,3.5,5,0.4,5,5,7
0.66,759.5,318.5,220.5,3.5,2,0.4,5,6,8
0.66,759.5,318.5,220.5,3.5,3,0.4,5,6,8
0.66,759.5,318.5,220.5,3.5,4,0.4,5,6,8
0.66,759.5,318.5,220.5,3.5,5,0.4,5,6,8
0.64,784,343,220.5,3.5,2,0.4,5,9,11
0.64,784,343,220.5,3.5,3,0.4,5,9,10
0.64,784,343,220.5,3.5,4,0.4,5,9,11
0.64,784,343,220.5,3.5,5,0.4,5,9,11
0.62,808.5,367.5,220.5,3.5,2,0.4,5,8,7
0.62,808.5,367.5,220.5,3.5,3,0.4,5,7,7
0.62,808.5,367.5,220.5,3.5,4,0.4,5,7,7
0.62,808.5,367.5,220.5,3.5,5,0.4,5,8,6
